Reading records: 973ms
KD-tree:
Element 1372 of 20000, Depth 13, Axis 1: lon=-2.84, lat=48.25
Element 1373 of 20000, Depth 12, Axis 0: lon=-2.81, lat=48.21
Element 1374 of 20000, Depth 13, Axis 1: lon=-2.75, lat=48.17
Element 1375 of 20000, Depth 14, Axis 0: lon=-2.59, lat=48.19
Element 1376 of 20000, Depth 10, Axis 0: lon=-2.56, lat=48.24
Element 1377 of 20000, Depth 13, Axis 1: lon=-2.49, lat=48.18
Element 1378 of 20000, Depth 12, Axis 0: lon=-2.40, lat=48.19
Element 1379 of 20000, Depth 13, Axis 1: lon=-2.33, lat=48.14
Element 1380 of 20000, Depth 14, Axis 0: lon=-2.25, lat=48.18
Element 1381 of 20000, Depth 11, Axis 1: lon=-2.30, lat=48.19
Element 1382 of 20000, Depth 13, Axis 1: lon=-2.51, lat=48.21
Element 1383 of 20000, Depth 12, Axis 0: lon=-2.46, lat=48.24
Element 1384 of 20000, Depth 13, Axis 1: lon=-2.36, lat=48.23
Element 1385 of 20000, Depth 14, Axis 0: lon=-2.39, lat=48.25
Element 1386 of 20000, Depth 9, Axis 1: lon=-2.30, lat=48.25
Element 1387 of 20000, Depth 13, Axis 1: lon=-2.81, lat=48.28
Element 1388 of 20000, Depth 12, Axis 0: lon=-2.80, lat=48.25
Element 1389 of 20000, Depth 13, Axis 1: lon=-2.61, lat=48.27
Element 1390 of 20000, Depth 14, Axis 0: lon=-2.65, lat=48.28
Element 1391 of 20000, Depth 11, Axis 1: lon=-2.71, lat=48.28
Element 1392 of 20000, Depth 13, Axis 1: lon=-2.84, lat=48.34
Element 1393 of 20000, Depth 12, Axis 0: lon=-2.77, lat=48.35
Element 1394 of 20000, Depth 13, Axis 1: lon=-2.75, lat=48.29
Element 1395 of 20000, Depth 14, Axis 0: lon=-2.67, lat=48.34
Element 1396 of 20000, Depth 10, Axis 0: lon=-2.60, lat=48.35
Element 1397 of 20000, Depth 13, Axis 1: lon=-2.56, lat=48.28
Element 1398 of 20000, Depth 12, Axis 0: lon=-2.49, lat=48.28
Element 1399 of 20000, Depth 13, Axis 1: lon=-2.35, lat=48.27
Element 1400 of 20000, Depth 14, Axis 0: lon=-2.41, lat=48.28
Element 1401 of 20000, Depth 11, Axis 1: lon=-2.53, lat=48.29
Element 1402 of 20000, Depth 13, Axis 1: lon=-2.55, lat=48.34
Element 1403 of 20000, Depth 12, Axis 0: lon=-2.52, lat=48.35
Element 1404 of 20000, Depth 13, Axis 1: lon=-2.27, lat=48.35
Element 1405 of 20000, Depth 14, Axis 0: lon=-2.42, lat=48.35
Element 1406 of 20000, Depth 6, Axis 0: lon=-2.24, lat=48.31
Element 1407 of 20000, Depth 13, Axis 1: lon=-1.22, lat=44.72
Element 1408 of 20000, Depth 12, Axis 0: lon=-1.17, lat=44.65
Element 1409 of 20000, Depth 13, Axis 1: lon=-1.08, lat=44.58
Element 1410 of 20000, Depth 11, Axis 1: lon=-1.09, lat=44.75
Element 1411 of 20000, Depth 13, Axis 1: lon=-1.11, lat=45.43
Element 1412 of 20000, Depth 12, Axis 0: lon=-1.10, lat=45.34
Element 1413 of 20000, Depth 13, Axis 1: lon=-1.07, lat=44.80
Element 1414 of 20000, Depth 14, Axis 0: lon=-1.10, lat=44.99
Element 1415 of 20000, Depth 10, Axis 0: lon=-1.07, lat=45.26
Element 1416 of 20000, Depth 13, Axis 1: lon=-1.01, lat=44.91
Element 1417 of 20000, Depth 12, Axis 0: lon=-0.96, lat=44.66
Element 1418 of 20000, Depth 13, Axis 1: lon=-0.94, lat=44.71
Element 1419 of 20000, Depth 14, Axis 0: lon=-0.95, lat=45.04
Element 1420 of 20000, Depth 11, Axis 1: lon=-1.04, lat=45.08
Element 1421 of 20000, Depth 13, Axis 1: lon=-1.06, lat=45.18
Element 1422 of 20000, Depth 12, Axis 0: lon=-1.05, lat=45.40
Element 1423 of 20000, Depth 13, Axis 1: lon=-0.99, lat=45.31
Element 1424 of 20000, Depth 14, Axis 0: lon=-0.96, lat=45.41
Element 1425 of 20000, Depth 9, Axis 1: lon=-1.02, lat=45.45
Element 1426 of 20000, Depth 13, Axis 1: lon=-1.10, lat=45.49
Element 1427 of 20000, Depth 12, Axis 0: lon=-1.10, lat=45.66
Element 1428 of 20000, Depth 13, Axis 1: lon=-1.06, lat=45.48
Element 1429 of 20000, Depth 14, Axis 0: lon=-1.06, lat=45.64
Element 1430 of 20000, Depth 11, Axis 1: lon=-1.07, lat=45.73
Element 1431 of 20000, Depth 13, Axis 1: lon=-1.22, lat=45.83
Element 1432 of 20000, Depth 12, Axis 0: lon=-1.14, lat=45.85
Element 1433 of 20000, Depth 13, Axis 1: lon=-1.13, lat=45.74
Element 1434 of 20000, Depth 14, Axis 0: lon=-1.05, lat=45.80
Element 1435 of 20000, Depth 10, Axis 0: lon=-1.05, lat=45.84
Element 1436 of 20000, Depth 13, Axis 1: lon=-1.02, lat=45.63
Element 1437 of 20000, Depth 12, Axis 0: lon=-0.98, lat=45.60
Element 1438 of 20000, Depth 13, Axis 1: lon=-0.95, lat=45.57
Element 1439 of 20000, Depth 14, Axis 0: lon=-0.96, lat=45.64
Element 1440 of 20000, Depth 11, Axis 1: lon=-1.00, lat=45.68
Element 1441 of 20000, Depth 13, Axis 1: lon=-1.03, lat=45.76
Element 1442 of 20000, Depth 12, Axis 0: lon=-1.02, lat=45.71
Element 1443 of 20000, Depth 13, Axis 1: lon=-0.98, lat=45.70
Element 1444 of 20000, Depth 14, Axis 0: lon=-0.97, lat=45.83
Element 1445 of 20000, Depth 8, Axis 0: lon=-0.94, lat=45.67
Element 1446 of 20000, Depth 13, Axis 1: lon=-0.90, lat=44.61
Element 1447 of 20000, Depth 12, Axis 0: lon=-0.89, lat=44.48
Element 1448 of 20000, Depth 13, Axis 1: lon=-0.86, lat=44.70
Element 1449 of 20000, Depth 11, Axis 1: lon=-0.86, lat=45.21
Element 1450 of 20000, Depth 13, Axis 1: lon=-0.94, lat=45.28
Element 1451 of 20000, Depth 12, Axis 0: lon=-0.91, lat=45.25
Element 1452 of 20000, Depth 13, Axis 1: lon=-0.90, lat=45.32
Element 1453 of 20000, Depth 14, Axis 0: lon=-0.87, lat=45.32
Element 1454 of 20000, Depth 10, Axis 0: lon=-0.85, lat=45.14
Element 1455 of 20000, Depth 13, Axis 1: lon=-0.84, lat=44.93
Element 1456 of 20000, Depth 12, Axis 0: lon=-0.82, lat=43.55
Element 1457 of 20000, Depth 13, Axis 1: lon=-0.82, lat=44.80
Element 1458 of 20000, Depth 14, Axis 0: lon=-0.81, lat=45.00
Element 1459 of 20000, Depth 11, Axis 1: lon=-0.83, lat=45.07
Element 1460 of 20000, Depth 13, Axis 1: lon=-0.85, lat=45.25
Element 1461 of 20000, Depth 12, Axis 0: lon=-0.84, lat=45.31
Element 1462 of 20000, Depth 13, Axis 1: lon=-0.80, lat=45.29
Element 1463 of 20000, Depth 14, Axis 0: lon=-0.82, lat=45.33
Element 1464 of 20000, Depth 9, Axis 1: lon=-0.91, lat=45.34
Element 1465 of 20000, Depth 13, Axis 1: lon=-0.90, lat=45.37
Element 1466 of 20000, Depth 12, Axis 0: lon=-0.90, lat=45.39
Element 1467 of 20000, Depth 13, Axis 1: lon=-0.85, lat=45.35
Element 1468 of 20000, Depth 14, Axis 0: lon=-0.90, lat=45.54
Element 1469 of 20000, Depth 11, Axis 1: lon=-0.92, lat=45.60
Element 1470 of 20000, Depth 13, Axis 1: lon=-0.90, lat=45.71
Element 1471 of 20000, Depth 12, Axis 0: lon=-0.87, lat=45.75
Element 1472 of 20000, Depth 13, Axis 1: lon=-0.85, lat=45.63
Element 1473 of 20000, Depth 14, Axis 0: lon=-0.86, lat=45.83
Element 1474 of 20000, Depth 10, Axis 0: lon=-0.85, lat=45.69
Element 1475 of 20000, Depth 13, Axis 1: lon=-0.84, lat=45.61
Element 1476 of 20000, Depth 12, Axis 0: lon=-0.83, lat=45.36
Element 1477 of 20000, Depth 13, Axis 1: lon=-0.82, lat=45.51
Element 1478 of 20000, Depth 14, Axis 0: lon=-0.81, lat=45.57
Element 1479 of 20000, Depth 11, Axis 1: lon=-0.81, lat=45.65
Element 1480 of 20000, Depth 13, Axis 1: lon=-0.85, lat=45.75
Element 1481 of 20000, Depth 12, Axis 0: lon=-0.82, lat=45.82
Element 1482 of 20000, Depth 13, Axis 1: lon=-0.81, lat=45.75
Element 1483 of 20000, Depth 14, Axis 0: lon=-0.80, lat=45.86
Element 1484 of 20000, Depth 7, Axis 1: lon=-0.84, lat=45.86
Element 1485 of 20000, Depth 13, Axis 1: lon=-1.38, lat=46.02
Element 1486 of 20000, Depth 12, Axis 0: lon=-1.32, lat=45.94
Element 1487 of 20000, Depth 13, Axis 1: lon=-1.31, lat=45.97
Element 1488 of 20000, Depth 11, Axis 1: lon=-1.32, lat=46.16
Element 1489 of 20000, Depth 13, Axis 1: lon=-1.54, lat=46.24
Element 1490 of 20000, Depth 12, Axis 0: lon=-1.53, lat=46.21
Element 1491 of 20000, Depth 13, Axis 1: lon=-1.36, lat=46.20
Element 1492 of 20000, Depth 14, Axis 0: lon=-1.44, lat=46.22
Element 1493 of 20000, Depth 10, Axis 0: lon=-1.29, lat=46.68
Element 1494 of 20000, Depth 13, Axis 1: lon=-1.26, lat=45.91
Element 1495 of 20000, Depth 12, Axis 0: lon=-1.17, lat=46.02
Element 1496 of 20000, Depth 13, Axis 1: lon=-1.11, lat=46.11
Element 1497 of 20000, Depth 14, Axis 0: lon=-1.11, lat=46.13
Element 1498 of 20000, Depth 11, Axis 1: lon=-1.28, lat=46.16
Element 1499 of 20000, Depth 13, Axis 1: lon=-1.18, lat=46.19
Element 1500 of 20000, Depth 12, Axis 0: lon=-1.18, lat=46.16
Element 1501 of 20000, Depth 13, Axis 1: lon=-1.17, lat=46.21
Element 1502 of 20000, Depth 14, Axis 0: lon=-1.12, lat=46.25
Element 1503 of 20000, Depth 9, Axis 1: lon=-1.54, lat=47.24
Element 1504 of 20000, Depth 13, Axis 1: lon=-2.24, lat=47.28
Element 1505 of 20000, Depth 12, Axis 0: lon=-2.23, lat=48.25
Element 1506 of 20000, Depth 13, Axis 1: lon=-2.18, lat=48.26
Element 1507 of 20000, Depth 14, Axis 0: lon=-2.11, lat=48.29
Element 1508 of 20000, Depth 11, Axis 1: lon=-2.16, lat=48.30
Element 1509 of 20000, Depth 13, Axis 1: lon=-2.17, lat=48.35
Element 1510 of 20000, Depth 12, Axis 0: lon=-2.12, lat=48.35
Element 1511 of 20000, Depth 13, Axis 1: lon=-2.08, lat=48.31
Element 1512 of 20000, Depth 14, Axis 0: lon=-2.07, lat=48.34
Element 1513 of 20000, Depth 10, Axis 0: lon=-2.02, lat=48.34
Element 1514 of 20000, Depth 13, Axis 1: lon=-1.87, lat=47.35
Element 1515 of 20000, Depth 12, Axis 0: lon=-1.74, lat=48.02
Element 1516 of 20000, Depth 13, Axis 1: lon=-1.13, lat=47.42
Element 1517 of 20000, Depth 14, Axis 0: lon=-1.68, lat=48.12
Element 1518 of 20000, Depth 11, Axis 1: lon=-1.60, lat=48.12
Element 1519 of 20000, Depth 13, Axis 1: lon=-2.01, lat=48.31
Element 1520 of 20000, Depth 12, Axis 0: lon=-1.96, lat=48.13
Element 1521 of 20000, Depth 13, Axis 1: lon=-1.65, lat=48.17
Element 1522 of 20000, Depth 14, Axis 0: lon=-1.19, lat=48.35
Element 1523 of 20000, Depth 8, Axis 0: lon=-1.11, lat=46.18
Element 1524 of 20000, Depth 13, Axis 1: lon=-1.06, lat=45.91
Element 1525 of 20000, Depth 12, Axis 0: lon=-1.05, lat=45.89
Element 1526 of 20000, Depth 13, Axis 1: lon=-1.01, lat=45.87
Element 1527 of 20000, Depth 11, Axis 1: lon=-1.03, lat=45.94
Element 1528 of 20000, Depth 13, Axis 1: lon=-1.08, lat=45.94
Element 1529 of 20000, Depth 12, Axis 0: lon=-1.07, lat=45.98
Element 1530 of 20000, Depth 13, Axis 1: lon=-0.98, lat=45.97
Element 1531 of 20000, Depth 14, Axis 0: lon=-1.03, lat=45.99
Element 1532 of 20000, Depth 10, Axis 0: lon=-0.97, lat=45.99
Element 1533 of 20000, Depth 13, Axis 1: lon=-0.96, lat=45.90
Element 1534 of 20000, Depth 12, Axis 0: lon=-0.91, lat=45.88
Element 1535 of 20000, Depth 13, Axis 1: lon=-0.85, lat=45.93
Element 1536 of 20000, Depth 14, Axis 0: lon=-0.82, lat=45.94
Element 1537 of 20000, Depth 11, Axis 1: lon=-0.87, lat=45.96
Element 1538 of 20000, Depth 13, Axis 1: lon=-0.94, lat=46.04
Element 1539 of 20000, Depth 12, Axis 0: lon=-0.92, lat=45.99
Element 1540 of 20000, Depth 13, Axis 1: lon=-0.87, lat=46.01
Element 1541 of 20000, Depth 14, Axis 0: lon=-0.89, lat=46.04
Element 1542 of 20000, Depth 9, Axis 1: lon=-0.84, lat=46.07
Element 1543 of 20000, Depth 13, Axis 1: lon=-1.08, lat=46.07
Element 1544 of 20000, Depth 12, Axis 0: lon=-1.07, lat=46.15
Element 1545 of 20000, Depth 13, Axis 1: lon=-1.00, lat=46.10
Element 1546 of 20000, Depth 14, Axis 0: lon=-1.05, lat=46.10
Element 1547 of 20000, Depth 11, Axis 1: lon=-1.07, lat=46.19
Element 1548 of 20000, Depth 13, Axis 1: lon=-1.08, lat=46.21
Element 1549 of 20000, Depth 12, Axis 0: lon=-1.07, lat=46.24
Element 1550 of 20000, Depth 13, Axis 1: lon=-1.02, lat=46.20
Element 1551 of 20000, Depth 14, Axis 0: lon=-1.03, lat=46.23
Element 1552 of 20000, Depth 10, Axis 0: lon=-1.00, lat=46.08
Element 1553 of 20000, Depth 13, Axis 1: lon=-0.96, lat=46.16
Element 1554 of 20000, Depth 12, Axis 0: lon=-0.95, lat=46.12
Element 1555 of 20000, Depth 13, Axis 1: lon=-0.88, lat=46.14
Element 1556 of 20000, Depth 14, Axis 0: lon=-0.89, lat=46.21
Element 1557 of 20000, Depth 11, Axis 1: lon=-0.92, lat=46.24
Element 1558 of 20000, Depth 13, Axis 1: lon=-0.89, lat=47.04
Element 1559 of 20000, Depth 12, Axis 0: lon=-0.88, lat=46.28
Element 1560 of 20000, Depth 13, Axis 1: lon=-0.82, lat=46.27
Element 1561 of 20000, Depth 14, Axis 0: lon=-0.84, lat=46.32
Element 1562 of 20000, Depth 5, Axis 1: lon=-1.96, lat=48.36
Element 1563 of 20000, Depth 13, Axis 1: lon=-4.49, lat=48.41
Element 1564 of 20000, Depth 12, Axis 0: lon=-3.56, lat=48.42
Element 1565 of 20000, Depth 13, Axis 1: lon=-3.48, lat=48.40
Element 1566 of 20000, Depth 11, Axis 1: lon=-3.42, lat=48.42
Element 1567 of 20000, Depth 13, Axis 1: lon=-123.36, lat=48.43
Element 1568 of 20000, Depth 12, Axis 0: lon=-3.54, lat=48.46
Element 1569 of 20000, Depth 13, Axis 1: lon=-3.33, lat=48.43
Element 1570 of 20000, Depth 14, Axis 0: lon=-3.48, lat=48.44
Element 1571 of 20000, Depth 10, Axis 0: lon=-3.29, lat=48.41
Element 1572 of 20000, Depth 13, Axis 1: lon=-3.26, lat=48.37
Element 1573 of 20000, Depth 12, Axis 0: lon=-3.18, lat=48.40
Element 1574 of 20000, Depth 13, Axis 1: lon=-3.09, lat=48.38
Element 1575 of 20000, Depth 14, Axis 0: lon=-3.14, lat=48.39
Element 1576 of 20000, Depth 11, Axis 1: lon=-3.23, lat=48.41
Element 1577 of 20000, Depth 13, Axis 1: lon=-3.19, lat=48.46
Element 1578 of 20000, Depth 12, Axis 0: lon=-3.13, lat=48.44
Element 1579 of 20000, Depth 13, Axis 1: lon=-3.07, lat=48.41
Element 1580 of 20000, Depth 14, Axis 0: lon=-3.06, lat=48.44
Element 1581 of 20000, Depth 9, Axis 1: lon=-3.29, lat=48.47
Element 1582 of 20000, Depth 13, Axis 1: lon=-3.56, lat=48.50
Element 1583 of 20000, Depth 12, Axis 0: lon=-3.48, lat=48.51
Element 1584 of 20000, Depth 13, Axis 1: lon=-3.38, lat=48.48
Element 1585 of 20000, Depth 14, Axis 0: lon=-3.41, lat=48.51
Element 1586 of 20000, Depth 11, Axis 1: lon=-3.29, lat=48.51
Element 1587 of 20000, Depth 13, Axis 1: lon=-3.55, lat=48.57
Element 1588 of 20000, Depth 12, Axis 0: lon=-3.45, lat=48.55
Element 1589 of 20000, Depth 13, Axis 1: lon=-3.38, lat=48.54
Element 1590 of 20000, Depth 14, Axis 0: lon=-3.35, lat=48.56
Element 1591 of 20000, Depth 10, Axis 0: lon=-3.27, lat=48.59
Element 1592 of 20000, Depth 13, Axis 1: lon=-3.23, lat=48.53
Element 1593 of 20000, Depth 12, Axis 0: lon=-3.17, lat=48.52
Element 1594 of 20000, Depth 13, Axis 1: lon=-3.09, lat=48.48
Element 1595 of 20000, Depth 14, Axis 0: lon=-3.11, lat=48.53
Element 1596 of 20000, Depth 11, Axis 1: lon=-3.25, lat=48.55
Element 1597 of 20000, Depth 13, Axis 1: lon=-3.19, lat=48.58
Element 1598 of 20000, Depth 12, Axis 0: lon=-3.15, lat=48.56
Element 1599 of 20000, Depth 13, Axis 1: lon=-3.11, lat=48.57
Element 1600 of 20000, Depth 14, Axis 0: lon=-3.14, lat=48.59
Element 1601 of 20000, Depth 8, Axis 0: lon=-3.05, lat=48.50
Element 1602 of 20000, Depth 13, Axis 1: lon=-2.97, lat=48.38
Element 1603 of 20000, Depth 12, Axis 0: lon=-2.91, lat=48.37
Element 1604 of 20000, Depth 13, Axis 1: lon=-2.86, lat=48.39
Element 1605 of 20000, Depth 11, Axis 1: lon=-2.91, lat=48.40
Element 1606 of 20000, Depth 13, Axis 1: lon=-3.00, lat=48.43
Element 1607 of 20000, Depth 12, Axis 0: lon=-2.99, lat=48.47
Element 1608 of 20000, Depth 13, Axis 1: lon=-2.95, lat=48.45
Element 1609 of 20000, Depth 14, Axis 0: lon=-2.89, lat=48.46
Element 1610 of 20000, Depth 10, Axis 0: lon=-2.86, lat=48.45
Element 1611 of 20000, Depth 13, Axis 1: lon=-2.81, lat=48.41
Element 1612 of 20000, Depth 12, Axis 0: lon=-2.75, lat=48.40
Element 1613 of 20000, Depth 13, Axis 1: lon=-2.49, lat=48.38
Element 1614 of 20000, Depth 14, Axis 0: lon=-2.54, lat=48.39
Element 1615 of 20000, Depth 11, Axis 1: lon=-2.75, lat=48.44
Element 1616 of 20000, Depth 13, Axis 1: lon=-2.75, lat=48.46
Element 1617 of 20000, Depth 12, Axis 0: lon=-2.69, lat=48.47
Element 1618 of 20000, Depth 13, Axis 1: lon=-2.54, lat=48.46
Element 1619 of 20000, Depth 14, Axis 0: lon=-2.52, lat=48.46
Element 1620 of 20000, Depth 9, Axis 1: lon=-2.74, lat=48.48
Element 1621 of 20000, Depth 13, Axis 1: lon=-2.99, lat=48.53
Element 1622 of 20000, Depth 12, Axis 0: lon=-2.97, lat=48.54
Element 1623 of 20000, Depth 13, Axis 1: lon=-2.92, lat=48.50
Element 1624 of 20000, Depth 14, Axis 0: lon=-2.87, lat=48.50
Element 1625 of 20000, Depth 11, Axis 1: lon=-3.04, lat=48.55
Element 1626 of 20000, Depth 13, Axis 1: lon=-3.01, lat=48.58
Element 1627 of 20000, Depth 12, Axis 0: lon=-2.93, lat=48.56
Element 1628 of 20000, Depth 13, Axis 1: lon=-2.86, lat=48.55
Element 1629 of 20000, Depth 14, Axis 0: lon=-2.89, lat=48.57
Element 1630 of 20000, Depth 10, Axis 0: lon=-2.85, lat=48.52
Element 1631 of 20000, Depth 13, Axis 1: lon=-2.81, lat=48.49
Element 1632 of 20000, Depth 12, Axis 0: lon=-2.76, lat=48.51
Element 1633 of 20000, Depth 13, Axis 1: lon=-2.59, lat=48.49
Element 1634 of 20000, Depth 14, Axis 0: lon=-2.65, lat=48.50
Element 1635 of 20000, Depth 11, Axis 1: lon=-2.58, lat=48.54
Element 1636 of 20000, Depth 13, Axis 1: lon=-2.82, lat=48.57
Element 1637 of 20000, Depth 12, Axis 0: lon=-2.82, lat=48.57
Element 1638 of 20000, Depth 13, Axis 1: lon=-2.77, lat=48.55
Element 1639 of 20000, Depth 14, Axis 0: lon=-2.53, lat=48.59
Element 1640 of 20000, Depth 7, Axis 1: lon=-3.40, lat=48.60
Element 1641 of 20000, Depth 13, Axis 1: lon=-3.81, lat=48.60
Element 1642 of 20000, Depth 12, Axis 0: lon=-3.62, lat=48.61
Element 1643 of 20000, Depth 13, Axis 1: lon=-3.53, lat=48.61
Element 1644 of 20000, Depth 11, Axis 1: lon=-3.57, lat=48.61
Element 1645 of 20000, Depth 13, Axis 1: lon=-3.62, lat=48.65
Element 1646 of 20000, Depth 12, Axis 0: lon=-3.57, lat=48.66
Element 1647 of 20000, Depth 13, Axis 1: lon=-3.53, lat=48.65
Element 1648 of 20000, Depth 14, Axis 0: lon=-3.56, lat=48.68
Element 1649 of 20000, Depth 10, Axis 0: lon=-3.52, lat=48.69
Element 1650 of 20000, Depth 13, Axis 1: lon=-3.49, lat=48.62
Element 1651 of 20000, Depth 12, Axis 0: lon=-3.37, lat=48.64
Element 1652 of 20000, Depth 13, Axis 1: lon=-3.29, lat=48.64
Element 1653 of 20000, Depth 14, Axis 0: lon=-3.23, lat=48.65
Element 1654 of 20000, Depth 11, Axis 1: lon=-3.26, lat=48.67
Element 1655 of 20000, Depth 13, Axis 1: lon=-3.45, lat=48.69
Element 1656 of 20000, Depth 12, Axis 0: lon=-3.39, lat=48.68
Element 1657 of 20000, Depth 13, Axis 1: lon=-3.37, lat=48.71
Element 1658 of 20000, Depth 14, Axis 0: lon=-3.30, lat=48.71
Element 1659 of 20000, Depth 9, Axis 1: lon=-3.56, lat=48.71
Element 1660 of 20000, Depth 13, Axis 1: lon=-3.50, lat=48.72
Element 1661 of 20000, Depth 12, Axis 0: lon=-3.48, lat=48.75
Element 1662 of 20000, Depth 13, Axis 1: lon=-3.39, lat=48.74
Element 1663 of 20000, Depth 14, Axis 0: lon=-3.36, lat=48.75
Element 1664 of 20000, Depth 11, Axis 1: lon=-3.56, lat=48.77
Element 1665 of 20000, Depth 13, Axis 1: lon=-3.51, lat=48.79
Element 1666 of 20000, Depth 12, Axis 0: lon=-3.45, lat=48.78
Element 1667 of 20000, Depth 13, Axis 1: lon=-3.37, lat=48.78
Element 1668 of 20000, Depth 14, Axis 0: lon=-3.42, lat=48.78
Element 1669 of 20000, Depth 10, Axis 0: lon=-3.36, lat=48.74
Element 1670 of 20000, Depth 13, Axis 1: lon=-3.34, lat=48.73
Element 1671 of 20000, Depth 12, Axis 0: lon=-3.29, lat=48.73
Element 1672 of 20000, Depth 13, Axis 1: lon=-3.24, lat=48.72
Element 1673 of 20000, Depth 14, Axis 0: lon=-3.22, lat=48.76
Element 1674 of 20000, Depth 11, Axis 1: lon=-3.20, lat=48.76
Element 1675 of 20000, Depth 13, Axis 1: lon=-3.32, lat=48.76
Element 1676 of 20000, Depth 12, Axis 0: lon=-3.32, lat=48.78
Element 1677 of 20000, Depth 13, Axis 1: lon=-3.26, lat=48.77
Element 1678 of 20000, Depth 14, Axis 0: lon=-3.23, lat=48.78
Element 1679 of 20000, Depth 8, Axis 0: lon=-3.20, lat=48.61
Element 1680 of 20000, Depth 13, Axis 1: lon=-3.16, lat=48.61
Element 1681 of 20000, Depth 12, Axis 0: lon=-3.10, lat=48.62
Element 1682 of 20000, Depth 13, Axis 1: lon=-3.02, lat=48.61
Element 1683 of 20000, Depth 11, Axis 1: lon=-3.05, lat=48.64
Element 1684 of 20000, Depth 13, Axis 1: lon=-3.20, lat=48.64
Element 1685 of 20000, Depth 12, Axis 0: lon=-3.17, lat=48.64
Element 1686 of 20000, Depth 13, Axis 1: lon=-3.01, lat=48.65
Element 1687 of 20000, Depth 14, Axis 0: lon=-3.09, lat=48.66
Element 1688 of 20000, Depth 10, Axis 0: lon=-2.99, lat=48.63
Element 1689 of 20000, Depth 13, Axis 1: lon=-2.97, lat=48.61
Element 1690 of 20000, Depth 12, Axis 0: lon=-2.94, lat=48.60
Element 1691 of 20000, Depth 13, Axis 1: lon=-2.83, lat=48.60
Element 1692 of 20000, Depth 14, Axis 0: lon=-2.92, lat=48.61
Element 1693 of 20000, Depth 11, Axis 1: lon=-2.46, lat=48.62
Element 1694 of 20000, Depth 13, Axis 1: lon=-2.95, lat=48.64
Element 1695 of 20000, Depth 12, Axis 0: lon=-2.88, lat=48.63
Element 1696 of 20000, Depth 13, Axis 1: lon=-2.84, lat=48.63
Element 1697 of 20000, Depth 14, Axis 0: lon=-2.84, lat=48.66
Element 1698 of 20000, Depth 9, Axis 1: lon=-2.88, lat=48.66
Element 1699 of 20000, Depth 13, Axis 1: lon=-3.19, lat=48.67
Element 1700 of 20000, Depth 12, Axis 0: lon=-3.18, lat=48.72
Element 1701 of 20000, Depth 13, Axis 1: lon=-3.16, lat=48.70
Element 1702 of 20000, Depth 14, Axis 0: lon=-3.11, lat=48.70
Element 1703 of 20000, Depth 11, Axis 1: lon=-3.10, lat=48.74
Element 1704 of 20000, Depth 13, Axis 1: lon=-3.20, lat=48.75
Element 1705 of 20000, Depth 12, Axis 0: lon=-3.20, lat=48.79
Element 1706 of 20000, Depth 13, Axis 1: lon=-3.15, lat=48.76
Element 1707 of 20000, Depth 14, Axis 0: lon=-3.16, lat=48.80
Element 1708 of 20000, Depth 10, Axis 0: lon=-3.07, lat=48.78
Element 1709 of 20000, Depth 13, Axis 1: lon=-3.05, lat=48.69
Element 1710 of 20000, Depth 12, Axis 0: lon=-3.05, lat=48.66
Element 1711 of 20000, Depth 13, Axis 1: lon=-2.99, lat=48.67
Element 1712 of 20000, Depth 14, Axis 0: lon=-2.94, lat=48.69
Element 1713 of 20000, Depth 11, Axis 1: lon=-3.00, lat=48.70
Element 1714 of 20000, Depth 13, Axis 1: lon=-3.05, lat=48.72
Element 1715 of 20000, Depth 12, Axis 0: lon=-3.03, lat=48.74
Element 1716 of 20000, Depth 13, Axis 1: lon=-2.97, lat=48.71
Element 1717 of 20000, Depth 14, Axis 0: lon=-2.98, lat=48.74
Element 1718 of 20000, Depth 6, Axis 0: lon=-2.44, lat=48.54
Element 1719 of 20000, Depth 13, Axis 1: lon=-2.39, lat=48.40
Element 1720 of 20000, Depth 12, Axis 0: lon=-2.32, lat=48.41
Element 1721 of 20000, Depth 13, Axis 1: lon=-2.22, lat=48.37
Element 1722 of 20000, Depth 11, Axis 1: lon=-2.44, lat=48.41
Element 1723 of 20000, Depth 13, Axis 1: lon=-2.42, lat=48.44
Element 1724 of 20000, Depth 12, Axis 0: lon=-2.36, lat=48.46
Element 1725 of 20000, Depth 13, Axis 1: lon=-2.23, lat=48.43
Element 1726 of 20000, Depth 14, Axis 0: lon=-2.25, lat=48.44
Element 1727 of 20000, Depth 10, Axis 0: lon=-2.22, lat=48.46
Element 1728 of 20000, Depth 13, Axis 1: lon=-2.20, lat=48.39
Element 1729 of 20000, Depth 12, Axis 0: lon=-2.16, lat=48.41
Element 1730 of 20000, Depth 13, Axis 1: lon=-2.06, lat=48.37
Element 1731 of 20000, Depth 14, Axis 0: lon=-2.12, lat=48.39
Element 1732 of 20000, Depth 11, Axis 1: lon=-2.09, lat=48.41
Element 1733 of 20000, Depth 13, Axis 1: lon=-2.18, lat=48.45
Element 1734 of 20000, Depth 12, Axis 0: lon=-2.15, lat=48.44
Element 1735 of 20000, Depth 13, Axis 1: lon=-2.10, lat=48.43
Element 1736 of 20000, Depth 14, Axis 0: lon=-2.13, lat=48.45
Element 1737 of 20000, Depth 9, Axis 1: lon=-2.30, lat=48.47
Element 1738 of 20000, Depth 13, Axis 1: lon=-2.42, lat=48.51
